Category,Name,Variant Name,Price,URL,SKU
Hoodie,Tie Dye Gold Leaf Hoodie,4X-Large,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js429-ow-hd-u-s,JSC-AGC-JS429-OW-HD-U-S-CU-008
Hoodie,Tie-Dye Christmas Cookie Hoodie,Small,45.00,https://jeffreestarcosmetics.com/products/tie-dye-christmas-cookie-hoodie,JSC-JSC-JS540-OW-HD-U-S-NU-002
Hoodie,Tie-Dye Christmas Cookie Hoodie,Medium,45.00,https://jeffreestarcosmetics.com/products/tie-dye-christmas-cookie-hoodie,JSC-JSC-JS540-OW-HD-U-S-NU-003
Hoodie,Tie-Dye Christmas Cookie Hoodie,Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-christmas-cookie-hoodie,JSC-JSC-JS540-OW-HD-U-S-NU-004
Hoodie,Tie-Dye Christmas Cookie Hoodie,X-Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-christmas-cookie-hoodie,JSC-JSC-JS540-OW-HD-U-S-NU-005
Hoodie,Tie-Dye Christmas Cookie Hoodie,2X-Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-christmas-cookie-hoodie,JSC-JSC-JS540-OW-HD-U-S-NU-006
Hoodie,Tie-Dye Christmas Cookie Hoodie,3X-Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-christmas-cookie-hoodie,JSC-JSC-JS540-OW-HD-U-S-NU-007
Hoodie,Tie-Dye Christmas Cookie Hoodie,4X-Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-christmas-cookie-hoodie,JSC-JSC-JS540-OW-HD-U-S-NU-008
Hoodie,Tie-Dye Pumpkin Pie Hoodie,Small,45.00,https://jeffreestarcosmetics.com/products/tie-dye-pumpkin-pie-hoodie,JSC-JSC-JS539-OW-HD-U-S-PM-002
Hoodie,Tie-Dye Pumpkin Pie Hoodie,Medium,45.00,https://jeffreestarcosmetics.com/products/tie-dye-pumpkin-pie-hoodie,JSC-JSC-JS539-OW-HD-U-S-PM-003
Hoodie,Tie-Dye Pumpkin Pie Hoodie,Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-pumpkin-pie-hoodie,JSC-JSC-JS539-OW-HD-U-S-PM-004
Hoodie,Tie-Dye Pumpkin Pie Hoodie,X-Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-pumpkin-pie-hoodie,JSC-JSC-JS539-OW-HD-U-S-PM-005
Hoodie,Tie-Dye Pumpkin Pie Hoodie,2X-Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-pumpkin-pie-hoodie,JSC-JSC-JS539-OW-HD-U-S-PM-006
Hoodie,Tie-Dye Pumpkin Pie Hoodie,3X-Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-pumpkin-pie-hoodie,JSC-JSC-JS539-OW-HD-U-S-PM-007
Hoodie,Tie-Dye Pumpkin Pie Hoodie,4X-Large,45.00,https://jeffreestarcosmetics.com/products/tie-dye-pumpkin-pie-hoodie,JSC-JSC-JS539-OW-HD-U-S-PM-008
